Codification_instrument;Commune;Edifice;Edifice_standard;Info_edifice;Codification_edifice;Nom_departement;Code_depertament;Nom_region;Code_insee;Commune_insee;Ancienne_commune;Adresse;Denomination;Livre;Pages_pdf;Pages_livre;Pages_livre_complement;Commentaire;Log;Site_ref;Latitude;Longitude;Orgbase_manu;Orgbase_commune;Orgbase_auto;Orgbase_desc;Orgbase_edifice;Orgbase_facteurs;Orgbase_minicompo;Orgbase_edifice_standard;Orgbase_edifice_log;Orgbase_commune_insee;Reference_palissy;denomination_palissy;Edifce_palissy;protection_palissy
;Aniche;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;59008;Aniche;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2018672&LGE=FR&LIJST=lang;;;d;;Coupleux Frères (1935);IIIP/27;;;;;;;
;Annappes;Église Saint-Sébastien;;;;Nord;Saint-Sébastien [eglise];EDIFICE_STANDARD;;;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2052580&LGE=FR&LIJST=lang;;;d;;Gonzalez, Victor (1949); ;;;;;;;
;Anzin;Église Sainte-Barbe;;;;Nord;Sainte-Barbe [eglise];EDIFICE_STANDARD;59014;Anzin;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2052579&LGE=FR&LIJST=lang;;;;;; ;;;;;;;
;Arleux;Église Saint-Nicolas;;;;Nord;Saint-Nicolas [eglise];EDIFICE_STANDARD;59015;Arleux;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027775&LGE=FR&LIJST=lang;;;d;;Facteur inconnu (1745);IIP/24;;;;;;;
;Armentières;Église Saint-Joseph du Bizet;;;;Nord;Saint-Joseph du Bizet [eglise];EDIFICE_STANDARD;59017;Armentieres;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027776&LGE=FR&LIJST=lang;;;d;;Cogez, Bernard (1981);IIP/22;;;;;;;
;Arnèke;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;59018;Arneke;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027777&LGE=FR&LIJST=lang;;;dp;;Neuville & fils, Louis (1899);IIP/19 (17);;;;;;;
;Aubers;Église Saint-Vaast;;;;Nord;Saint-Vaast [eglise];EDIFICE_STANDARD;59025;Aubers;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2040794&LGE=FR&LIJST=lang;;;p;;; ;;;;;;;
;Avesnes-sur-Helpe;Église Collégial Saint Nicolas;;;;Nord;Collégial Saint Nicolas [eglise];EDIFICE_NON_STANDARD;59036;Avesnes-sur-Helpe;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027778&LGE=FR&LIJST=lang;;;d;;Gonzalez, Victor (1964);IIP/36;;;;;;;
;Bailleul;Église Saint-Amand;;;;Nord;Saint-Amand [eglise];EDIFICE_STANDARD;59043;Bailleul;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027841&LGE=FR&LIJST=lang;;;d;;Van den Brande, Félix (1932);IIP/21;;;;;;;
;Bailleul;Église Saint-Vaast;;;;Nord;Saint-Vaast [eglise];EDIFICE_STANDARD;59043;Bailleul;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027842&LGE=FR&LIJST=lang;;;dp;;Gonzalez, Victor (1933);IIIP/39;;;;;;;
;Bambecque;Église Saint-Omer;;;;Nord;Saint-Omer [eglise];EDIFICE_STANDARD;59046;Bambecque;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027843&LGE=FR&LIJST=lang;;;d;;Facteur inconnu (ca. 1700);IIp/16;;;;;;;
;Bavinchove;Église Saint-Omer;;;;Nord;Saint-Omer [eglise];EDIFICE_STANDARD;59054;Bavinchove;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027844&LGE=FR&LIJST=lang;;;d;;Vanderhaeghen, Jean-Joseph (1784);IIP/12;;;;;;;
;Bergues;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;59067;Bergues;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027845&LGE=FR&LIJST=lang;;;d;;Müller, Erwin (1961);IIP/33;;;;;;;
;Berthen;Église Saint-Blaise;;;;Nord;Saint-Blaise [eglise];EDIFICE_STANDARD;59073;Berthen;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027846&LGE=FR&LIJST=lang;;;d;;González, Luis (1965);IIp/5;;;;;;;
;Bierne;Église Saint-Géry;;;;Nord;Saint-Géry [eglise];EDIFICE_STANDARD;59082;Bierne;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027847&LGE=FR&LIJST=lang;;;d;;Neuville & fils, Louis (1859);IIP/14;;;;;;;
;Blaringhem;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;59084;Blaringhem;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027848&LGE=FR&LIJST=lang;;;d;;Heidenreich, Arnold (1877);IP/8;;;;;;;
;Boeschepe;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;59086;Boeschepe;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027849&LGE=FR&LIJST=lang;;;d;;Facteur inconnu (19e eeuw);IIP/12;;;;;;;
;Boeschepe-l'Abéele;Église de la Immaculée Conception;;;;Nord;de la Immaculée Conception [eglise];EDIFICE_NON_STANDARD;;;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027886&LGE=FR&LIJST=lang;;;d;;Loncke, Frederick (1893);IIP/12;;;;;;;
;Boëseghem;Église Saint-Léger;;;;Nord;Saint-Léger [eglise];EDIFICE_STANDARD;59087;Boeseghem;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027887&LGE=FR&LIJST=lang;;;d;;Renard, Auguste (1835);I/9;;;;;;;
;Bollezeele;Église Saint-Wandrille;;;;Nord;Saint-Wandrille [eglise];EDIFICE_STANDARD;59089;Bollezeele;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027888&LGE=FR&LIJST=lang;;;d;;Belle, Jan Van (1679);IIP/18;;;;;;;
;Bondues;Église Saint-Vaast;;;;Nord;Saint-Vaast [eglise];EDIFICE_STANDARD;59090;Bondues;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2017727&LGE=FR&LIJST=lang;;;d;;Fossaert, Yves (2004);IIIP/25;;;;;;;
;Bondues;Pensionnat des Dames du Sacré-Coeur, Chapelle;;;;Nord;Pensionnat des Dames du Sacré-Coeur, Chapelle;EDIFICE_NON_STANDARD;59090;Bondues;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027889&LGE=FR&LIJST=lang;;;;;Roethinger, Etablissements E.-A. (1967);IIP/19;;;;;;;
;Borre;Église Saint-Jean-Baptiste;;;;Nord;Saint-Jean-Baptiste [eglise];EDIFICE_STANDARD;59091;Borre;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027890&LGE=FR&LIJST=lang;;;d;;Loncke, Pieter (1928);IIP/14;;;;;;;
;Bourbourg;Église Saint-Jean-Baptiste;;;;Nord;Saint-Jean-Baptiste [eglise];EDIFICE_STANDARD;59094;Bourbourg;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027891&LGE=FR&LIJST=lang;;;d;;Godefroy & Dubosc (1971);IIP/18;;;;;;;
;Bouvines;Eglise Saint-Pierre;;;;Nord;Saint-Pierre [eglise];EDIFICE_STANDARD;59106;Bouvines;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2059135&LGE=FR&LIJST=lang;;;dp;;Mutin-Cavaillé-Coll (1911);IIP/19;;;;;;;
;Brouckerque;Église Saint-Omer;;;;Nord;Saint-Omer [eglise];EDIFICE_STANDARD;59110;Brouckerque;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027892&LGE=FR&LIJST=lang;;;dp;;Facteur inconnu (18e eeuw);IIP/13;;;;;;;
;Broxeele;Église Saint-Quentin;;;;Nord;Saint-Quentin [eglise];EDIFICE_STANDARD;59111;Broxeele;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027893&LGE=FR&LIJST=lang;;;d;;Renard, Auguste (1840);IP/7;;;;;;;
;Buysscheure;Église Saint-Jean-Baptiste;;;;Nord;Saint-Jean-Baptiste [eglise];EDIFICE_STANDARD;59119;Buysscheure;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027894&LGE=FR&LIJST=lang;;;d;;Facteur inconnu (ca. 1835);IP/10;;;;;;;
;Caëstre;Église Notre-Dame-de-Grace;;;;Nord;Notre-Dame-De-Grace [eglise];EDIFICE_STANDARD;59120;Caestre;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027895&LGE=FR&LIJST=lang;;;d;;Peteghem, Pierre Charles (II) Van (1851);IIP/26;;;;;;;
;Cambrai;Cathédrale Notre-Dame-de-Grâce;;;;Nord;Notre-Dame-De-Grâce [cathedrale];EDIFICE_STANDARD;59122;Cambrai;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2001546&LGE=FR&LIJST=lang;;;dp;;Schyven & Cie., Pierre (1897);IIIP/49;;;;;;;
;Cambrai;Cathédrale Notre-Dame-de-Grâce, Orgue de Choeur;;;;Nord;Notre-Dame-De-Grâce, Orgue de Choeur [cathedrale];EDIFICE_STANDARD;59122;Cambrai;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2020072&LGE=FR&LIJST=lang;;;dp;;Convers, Auguste (1936);IIP/18;;;;;;;
;Cambrai;Église Saint-Géry;;;;Nord;Saint-Géry [eglise];EDIFICE_STANDARD;59122;Cambrai;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027850&LGE=FR&LIJST=lang;;;dp;;Merklin, Joseph (1866);IIIP/40;;;;;;;
;Cambrai;Église Saint-Louis;;;;Nord;Saint-Louis [eglise];EDIFICE_STANDARD;59122;Cambrai;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2051344&LGE=FR&LIJST=lang;;;d;;Mutin-Cavaillé-Coll (ca. 1900);IIP/15 (13);;;;;;;
;Cappellebrouck;Église Saint-Jacques-le-Majeur;;;;Nord;Saint-Jacques-Le-Majeur [eglise];EDIFICE_STANDARD;;;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027896&LGE=FR&LIJST=lang;;;d;;Godefroy & Dubosc (1963);IIP/7;;;;;;;
;Cassel;Église Notre-Dame;;;;Nord;Notre-Dame [eglise];EDIFICE_STANDARD;59135;Cassel;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027897&LGE=FR&LIJST=lang;;;dp;;Cogez, Bernard (2001);IIP/20;;;;;;;
;Caudry;Église Sainte-Maxellende;;;;Nord;Sainte-Maxellende [eglise];EDIFICE_STANDARD;59139;Caudry;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027898&LGE=FR&LIJST=lang;;;d;;Mutin, Charles (1913);IIP/12;;;;;;;
;Coudekerque Branche;Église Sacré-Coeur;;;;Nord;Sacré-Coeur [eglise];EDIFICE_NON_STANDARD;59155;Coudekerque-Branche;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027899&LGE=FR&LIJST=lang;;;d;;Delmotte, Edouard & Théophile (1891);IIP/18;;;;;;;
;Croix;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;59163;Croix;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2051345&LGE=FR&LIJST=lang;;;dp;;Grammet, Jean (ca. 1900?);IIP/22;;;;;;;
;Cysoing;Église Saint-Calixte et Saint Evrard;;;;Nord;Saint-Calixte Et Saint Evrard [eglise];EDIFICE_STANDARD;59168;Cysoing;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2059136&LGE=FR&LIJST=lang;;;d;;Merklin-Schütze, maison (1870);IIP/12;;;;;;;
;Deûlémont;Église Saint-Symphorien;;;;Nord;Saint-Symphorien [eglise];EDIFICE_STANDARD;59173;Deulemont;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033961&LGE=FR&LIJST=lang;;;d;;Coupleux Frères (1924);IIP/8;;;;;;;
;Douai;Conservatoire de Musique à Rayonnement Régional;;;;Nord;Conservatoire de Musique À Rayonnement Régional;EDIFICE_NON_STANDARD;59178;Douai;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2056261&LGE=FR&LIJST=lang;;;d;;Muhleisen, Ernest (1986);IIP/10;;;;;;;
;Douai;Église Collégiale Saint-Pierre;;;;Nord;Église Collégiale Saint-Pierre;EDIFICE_NON_STANDARD;59178;Douai;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2001527&LGE=FR&LIJST=lang;;;dp;;Mutin, Charles (1922);IVP/67 (66);;;;;;;
;Douai;Église Collégiale Saint-Pierre, Orgue de Choeur;;;;Nord;Église Collégiale Saint-Pierre, Orgue de Choeur;EDIFICE_NON_STANDARD;59178;Douai;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2007338&LGE=FR&LIJST=lang;;;dp;;Merklin, Joseph (1856);Ip/9;;;;;;;
;Douai;Église Notre-Dame;;;;Nord;Notre-Dame [eglise];EDIFICE_STANDARD;59178;Douai;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2002438&LGE=FR&LIJST=lang;;;dp;;Muhleisen, Ernest (1981);IIP/29;;;;;;;
;Douai;Église Saint-Jacques;;;;Nord;Saint-Jacques [eglise];EDIFICE_STANDARD;59178;Douai;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2009934&LGE=FR&LIJST=lang;;;dp;;Schyven & Cie., Pierre (1880);IIIP/44;;;;;;;
;Douai;Huisorgel J.Ph. Mesnier;;;;Nord;Huisorgel J.ph. Mesnier;EDIFICE_NON_STANDARD;59178;Douai;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2009936&LGE=FR&LIJST=lang;;;;;; ;;;;;;;
;Douai;Insitution Saint-Jean;;;;Nord;Insitution Saint-Jean;EDIFICE_NON_STANDARD;59178;Douai;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2009935&LGE=FR&LIJST=lang;;;;;; ;;;;;;;
;Dunkerque;Église Notre-Dame-des-Dunes;;;;Nord;Notre-Dame-Des-Dunes [eglise];EDIFICE_STANDARD;59183;Dunkerque;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027852&LGE=FR&LIJST=lang;;;d;;Cogez, Bernard (1984);IIP/14;;;;;;;
;Dunkerque;Église Saint-Eloi;;;;Nord;Saint-Eloi [eglise];EDIFICE_STANDARD;59183;Dunkerque;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2019401&LGE=FR&LIJST=lang;;;d;;Danion-Gonzalèz (1971);IIIP/45;;;;;;;
;Dunkerque;Église Saint-Eloi, Orgue de Choeur;;;;Nord;Saint-Eloi, Orgue de Choeur [eglise];EDIFICE_STANDARD;59183;Dunkerque;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027851&LGE=FR&LIJST=lang;;;d;;Vansteene & Loncke (1965);IP/6;;;;;;;
;Dunkerque;Église Saint-Jean-Baptiste;;;;Nord;Saint-Jean-Baptiste [eglise];EDIFICE_STANDARD;59183;Dunkerque;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027853&LGE=FR&LIJST=lang;;;dp;;Godefroy & Dubosc (1968);IIP/18;;;;;;;
;Dunkerque;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;59183;Dunkerque;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027854&LGE=FR&LIJST=lang;;;d;;Cavaillé-Coll, Aristide (1875);IIP/20;;;;;;;
;Dunkerque;Temple Réformé;;;;Nord;Réformé [temple];EDIFICE_NON_STANDARD;59183;Dunkerque;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027855&LGE=FR&LIJST=lang;;;d;;Schumacher, Guido;IIP/3;;;;;;;
;Eecke;Église Saint-Vulmar;;;;Nord;Saint-Vulmar [eglise];EDIFICE_STANDARD;59189;Eecke;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027905&LGE=FR&LIJST=lang;;;p;;Renard, Auguste (1844);IIP;;;;;;;
;Ennetières-en-Weppes;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;59196;Ennetieres-en-Weppes;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2033962&LGE=FR&LIJST=lang;;;d;;Facteur inconnu;Ip/4;;;;;;;
;Erquinghem-Lys;Église Saint-Germain-Saint-Martin;;;;Nord;Saint-Germain-Saint-Martin [eglise];EDIFICE_STANDARD;59202;Erquinghem-Lys;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027906&LGE=FR&LIJST=lang;;;d;;Cogez, Bernard (1999);IP/10;;;;;;;
;Esquelbecq;Église Saint-Folquin;;;;Nord;Saint-Folquin [eglise];EDIFICE_STANDARD;59210;Esquelbecq;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2007498&LGE=FR&LIJST=lang;;;dp;;Garnier, Marc (1982);IIP/25;;;;;;;
;Estaires;Église Saint-Vaast;;;;Nord;Saint-Vaast [eglise];EDIFICE_STANDARD;59212;Estaires;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027907&LGE=FR&LIJST=lang;;;d;;Müller, Erwin (1962);IIP/19;;;;;;;
;Fives;Église du Saint-Sacrement;;;;Nord;du Saint-Sacrement [eglise];EDIFICE_NON_STANDARD;;;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027908&LGE=FR&LIJST=lang;;;d;;Gonzalez, Victor (1955);IIP/24 (20);;;;;;;
;Fives;Église Notre-Dame;;;;Nord;Notre-Dame [eglise];EDIFICE_STANDARD;;;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2051348&LGE=FR&LIJST=lang;;;dp;;Cogez, Bernard (1980);IIP/14;;;;;;;
;Flêtre;Église Saint-Mathieu;;;;Nord;Saint-Mathieu [eglise];EDIFICE_STANDARD;59237;Fletre;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027865&LGE=FR&LIJST=lang;;;d;;Abbey jr., John (1933);IIP/11;;;;;;;
;Forest-sur-Marque;Église Saint-Jean-Baptiste;;;;Nord;Saint-Jean-Baptiste [eglise];EDIFICE_STANDARD;59247;Forest-sur-Marque;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2052577&LGE=FR&LIJST=lang;;;;;Geen orgel aanwezig; ;;;;;;;
;Fourmies;Église Notre-Dame de Trieux;;;;Nord;Notre-Dame de Trieux [eglise];EDIFICE_STANDARD;59249;Fourmies;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027909&LGE=FR&LIJST=lang;;;dp;;Delmotte, Maurice (na 1948);IIIP/24;;;;;;;
;Ghyvelde;Église Saint-Vincent;;;;Nord;Saint-Vincent [eglise];EDIFICE_STANDARD;59260;Ghyvelde;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2028050&LGE=FR&LIJST=lang;;;dp;;Vansteene & Loncke (1962);IIP/15;;;;;;;
;Godewaersvelde;Église Abbatiale de Sainte-Marie-du-Mont-des-Cats;;;;Nord;de Sainte-Marie-Du-Mont-Des-Cats [eglise Abbatiale];EDIFICE_NON_STANDARD;59262;Godewaersvelde;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2028052&LGE=FR&LIJST=lang;;;dp;;Hartmann, Philippe (1989);IIP/22 (15);;;;;;;
;Godewaersvelde;Église Saint-Pierre;;;;Nord;Saint-Pierre [eglise];EDIFICE_STANDARD;59262;Godewaersvelde;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2028051&LGE=FR&LIJST=lang;;;d;;Loncke, Frederick (1912);IIP/13;;;;;;;
;Grand Fort Philippe;Église Notre-Dame-de-Grâce;;;;Nord;Notre-Dame-De-Grâce [eglise];EDIFICE_STANDARD;59272;Grand-Fort-Philippe;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2028053&LGE=FR&LIJST=lang;;;d;;Delmotte, Edouard & Théophile (ca. 1885);IIP/14;;;;;;;
;Gravelines;Église Saint-Willibrord;;;;Nord;Saint-Willibrord [eglise];EDIFICE_STANDARD;59273;Gravelines;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2028049&LGE=FR&LIJST=lang;;;d;;Facteur inconnu (18e eeuw);IIP/22;;;;;;;
;Gruson;Église Notre-Dame-de-la-Visitation;;;;Nord;Notre-Dame-De-La-Visitation [eglise];EDIFICE_STANDARD;59275;Gruson;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2028032&LGE=FR&LIJST=lang;;;d;;Cacheux, Cornil (1905);IIIP/16;;;;;;;
;Halluin;Église Saint-Hilaire;;;;Nord;Saint-Hilaire [eglise];EDIFICE_STANDARD;59279;Halluin;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2027866&LGE=FR&LIJST=lang;;;d;;Anneessens, Charles (1892);IIIP/44;;;;;;;
;Hardifort;Église Saint-Martin;;;;Nord;Saint-Martin [eglise];EDIFICE_STANDARD;59282;Hardifort;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2028054&LGE=FR&LIJST=lang;;;d;;Renard, Auguste (1850);I/9;;;;;;;
;Hazebrouck;Église Notre-Dame-de-Lourdes;;;;Nord;Notre-Dame-De-Lourdes [eglise];EDIFICE_STANDARD;59295;Hazebrouck;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2028047&LGE=FR&LIJST=lang;;;d;;Godefroy & Dubosc (1964);IIIP/50 (21);;;;;;;
;Hazebrouck;Église Sacré-Coeur;;;;Nord;Sacré-Coeur [eglise];EDIFICE_NON_STANDARD;59295;Hazebrouck;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2028046&LGE=FR&LIJST=lang;;;d;;Debièrre, Louis (1885);I/4;;;;;;;
;Hazebrouck;Église Saint-Éloi;;;;Nord;Saint-Éloi [eglise];EDIFICE_STANDARD;59295;Hazebrouck;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2028045&LGE=FR&LIJST=lang;;;dp;;Beuchet-Debièrre, Manufacture (1966);IIIP/43;;;;;;;
;Hazebrouck;Institution Saint-Jacques, Chapelle;;;;Nord;Saint-Jacques, Chapelle [institution];EDIFICE_STANDARD;59295;Hazebrouck;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2059055&LGE=FR&LIJST=lang;;;dp;;Fossaert, Yves (2011);IIP/14;;;;;;;
;Hazebrouck;Institution Saint-Jacques, Chapelle;;;;Nord;Saint-Jacques, Chapelle [institution];EDIFICE_STANDARD;59295;Hazebrouck;;;;;;;;;;;;;http://www.orgbase.nl/scripts/ogb.exe?database=ob2&%250=2028048&LGE=FR&LIJST=lang;;;dp;;Merklin-Schütze, maison (1870 - 2008);IIP/15;;;;;;;
